,Num. Active ATMs (all time),Num. Active 424s (all time),Num. Active 424B5s (past year),Num. Active 424B3s (past year),Shares Raised in the Past Year,Dollars Raised in the Past Year,Current Offering (shares),Current Offering (cash),ATM Present,Offering Present
1343,3,8,2,3,0.0,5000000.0,1692151.0,0.0,False,True
1344,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1345,0,3,0,1,0.0,0.0,850000.0,0.0,False,True
1346,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1347,0,3,0,1,0.0,0.0,850000.0,0.0,False,True
1348,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1349,1,1,1,1,0.0,0.0,0.0,13000000.0,True,True
1350,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1351,2,2,2,2,0.0,40000000.0,0.0,20000000.0,True,True
1352,3,8,2,3,0.0,5000000.0,1692151.0,0.0,False,True
1353,1,4,1,3,12244898.0,0.0,6800000.0,80000000.0,True,True
1354,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1355,3,5,2,3,0.0,20000000.0,2400000.0,0.0,False,True
1356,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1357,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1358,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1359,1,2,0,1,0.0,0.0,0.0,5700000.0,True,True
1360,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1361,2,4,2,3,0.0,0.65,37095777.0,9135000.0,True,True
1362,3,5,1,1,0.0,0.0,2500000.0,150000000.0,True,True
1363,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1364,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1365,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1366,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1367,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1368,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1369,3,8,3,6,3883791.0,10000000.0,1692151.0,0.0,False,True
1370,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1371,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1372,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1373,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1374,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1375,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1376,2,4,2,4,30000000.0,0.65,37095777.0,9135000.0,True,True
1377,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1378,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1379,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1380,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1381,2,2,2,2,0.0,40000000.0,0.0,20000000.0,True,True
1382,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1383,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1384,3,6,2,5,13000000.0,7.33,3300000.0,19000000.0,True,True
1385,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1386,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1387,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1388,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1389,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1390,0,3,0,2,12244898.0,0.0,6800000.0,0.0,False,True
1391,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1392,1,1,1,1,0.0,0.0,0.0,5700000.0,True,True
1393,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1394,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1395,0,1,0,0,0.0,0.0,21637429.0,0.0,False,True
1396,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1397,4,5,1,2,0.0,0.0,9375000.0,150000000.0,True,True
1398,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1399,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1400,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1401,1,1,1,1,0.0,0.0,0.0,20000000.0,True,True
1402,0,2,0,0,0.0,0.0,2071480.0,0.0,False,True
1403,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1404,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1405,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1406,1,1,1,1,0.0,0.0,0.0,5700000.0,True,True
1407,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1408,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1409,3,7,3,7,7462425.0,20000002.61,649074.0,0.0,False,True
1410,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1411,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1412,0,1,0,0,0.0,0.0,0.0,0.0,False,True
1413,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1414,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1415,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1416,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1417,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1418,0,1,0,1,0.0,0.0,0.0,0.0,False,True
1419,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1420,0,3,0,2,2000000.0,0.0,4761900.0,0.0,False,True
1421,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1422,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1423,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1424,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1425,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1426,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1427,1,4,1,4,5048632.0,0.0,649074.0,0.0,False,True
1428,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1429,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1430,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1431,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1432,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1433,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1434,2,3,2,2,0.0,10000000.0,76500.0,10000000.0,True,True
1435,0,1,0,1,0.0,0.0,4448274.0,0.0,False,True
1436,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1437,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1438,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1439,1,4,1,4,5048632.0,0.0,649074.0,0.0,False,True
1440,0,0,0,[],0.0,0.0,0.0,0.0,False,False
